id_match,Team,Core,Mid,Hard,Hard support,Easy support
6057442840,Infinity,BernaBerna,PiPi,ArzenT,Pamplona,SexyeYogye
6066656279,OB.Neon,Natsumi-,Yopaj,Enryu,ctm,Jaunuel
6066656279,Motivate.Trust Gaming,Masaros,Fearless,JaCkky,LionaX,Q
6023755332,Execration,Palos,Yowe,Nikko,Rr^,BDz
6023755332,Vici Gaming,poyoyo,,old eLeVeN,Dy,Pyw
6079318907,Team Liquid,m`iCKe,Qojqva,Boxi,iNSaNiA,Taiga
6079318907,Tundra Esports,skiter,Nine,33,Fata,Sneyking
6066807874,OB.Neon,Natsumi-,Yopaj,Enryu,ctm,Jaunuel
6066807874,Motivate.Trust Gaming,Masaros,Fearless,JaCkky,LionaX,Q
6077528757,Aster.Aries,Ulu,phoenix,生死,yoona,Siamese.C
6077528757,EHOME,Sylar,Xm,Chalice,xNova,Fade
6056680187,Natus Vincere,V-Tune,No[o]ne-,RAMZES666,SoNNeikO,RodjER
6056680187,HellRaisers,Cooman,young G,Resolut1on,W_Zayac,lil me alone
6068770727,4 Zoomers,Sammy,Gunnar,Brax,Husky,ocean
6068770727,Simply TOOBASED,boris,iAnnihilate,Monkeys-forever,5up,empyreaN
6057256535,SG esports,Costabile,4dr ♥ Deia,tavo,KJ,Thiolicor
6057256535,EGOBOYS,Rises,Alone~,Drakeel,Tano,Cara
6068152791,BOOM Esports,Dreamocel,Mikoto,Fbz,Khezcute,Hyde-
6068152791,TNC Predator,Gabbi,Armel,Bok,Boomy,Tims
6045945212,Quincy Crew,YS,Quinn,LESLÃO,MSS,LoA
6045945212,Tundra Esports,skiter,Nine,33,Fata,Sneyking
6023821096,Execration,Palos,Yowe,Nikko,Rr^,BDz
6023821096,Vici Gaming,poyoyo,,old eLeVeN,Dy,Pyw
6068281552,BOOM Esports,Dreamocel,Mikoto,Fbz,Khezcute,Hyde-
6068281552,TNC Predator,Gabbi,Armel,Bok,Boomy,Tims
6068828802,4 Zoomers,Sammy,Gunnar,Brax,Husky,ocean
6068828802,Simply TOOBASED,boris,iAnnihilate,Monkeys-forever,5up,empyreaN
6079100944,Elephant,eurus,Somnus丶M,Yang,fy,Super！
6079100944,Royal Never Give Up,圣子华炼 God King-虎 FEeDeR,狂小石Dstones-,Flyby,Felixciaoba,Redpanda
6057304856,EGOBOYS,Rises,Alone~,Drakeel,Tano,Cara
6057304856,SG esports,Costabile,4dr ♥ Deia,tavo,KJ,Thiolicor
6067731910,Fnatic,Raven,ChYuaN,Deth,jabz,DJ
6067731910,OB.Neon,Natsumi-,Yopaj,Enryu,ctm,Jaunuel
6079411610,Tundra Esports,skiter,Nine,33,Fata,Sneyking
